id,title,price,city,property_type,surface_m2,rooms,bathrooms,transaction_type,url
6992296cb4db7c7155569b6b,PROPOS DE CE BIEN,417480.0,Tunis,Appartement,994.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/49598-un-terrain-a-vendre-a-chott-mariem
6992296fb4db7c7155569b6c,PROPOS DE CE BIEN,650000.0,Tunis,Appartement,1160.0,3,1,vente,https://www.immobiliere-casabella.com/bien/details/40077-une-magnifique-maison-a-vendre-a-sfax
69922972b4db7c7155569b6d,PROPOS DE CE BIEN,1500.0,Tunis,Appartement,250.0,4,1,vente,https://www.immobiliere-casabella.com/bien/details/56766-a-louer-un-reez-de-chausse-a-sousse
69922975b4db7c7155569b6e,Liste des terrains vendre,280.0,Tunis,Appartement,660.0,1,1,vente,https://www.immobiliere-casabella.com/vente/terrain
69922978b4db7c7155569b6f,PROPOS DE CE BIEN,3200.0,Tunis,Appartement,700.0,5,1,vente,https://www.immobiliere-casabella.com/bien/details/76897-villa-a-louer-a-tantana-chott-mariem
6992297cb4db7c7155569b70,PROPOS DE CE BIEN,1400.0,Tunis,Appartement,120.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/34094-un-splendide-appartement-s2-pour-usage-bureautique
6992297fb4db7c7155569b71,PROPOS DE CE BIEN,820000.0,Tunis,Appartement,668.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/36045-une-villa-inachevee-a-vendre-a-chott-mariem
69922982b4db7c7155569b72,PROPOS DE CE BIEN,680000.0,Tunis,Appartement,668.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/49317-une-belle-villa-a-chott-mariem
69922986b4db7c7155569b73,PROPOS DE CE BIEN,1000.0,Tunis,Appartement,350.0,5,1,vente,https://www.immobiliere-casabella.com/bien/details/56462-a-louer-un-etage-de-villa-a-sousse
69922989b4db7c7155569b74,PROPOS DE CE BIEN,180000.0,Tunis,Appartement,60.0,2,1,vente,https://www.immobiliere-casabella.com/bien/details/91524-bureau-a-vendre-a-cite-hached
6992298cb4db7c7155569b75,PROPOS DE CE BIEN,650000.0,Tunis,Appartement,448.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/31908-un-terrain-commercial-a-vendre-a-khzema-est
6992298fb4db7c7155569b76,PROPOS DE CE BIEN,1500.0,Tunis,Appartement,80.0,2,1,vente,https://www.immobiliere-casabella.com/bien/details/57897-a-louer-un-bel-appartement-a-hergla
69922993b4db7c7155569b77,Liste des appartements vendre,300000.0,Tunis,Appartement,100.0,3,1,vente,https://www.immobiliere-casabella.com/vente/appartement
69922996b4db7c7155569b78,PROPOS DE CE BIEN,230000.0,Tunis,Appartement,58.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/34025-un-bureau-a-vendre-a-sousse-ville
69922999b4db7c7155569b79,PROPOS DE CE BIEN,75000.0,Tunis,Appartement,200.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/35312-une-salle-de-sport-a-vendre-a-hammam-sousse
6992299cb4db7c7155569b7a,PROPOS DE CE BIEN,1350000.0,Tunis,Appartement,302.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/49587-immeuble-a-vendre-a-sahloul-sousse
6995ca8b8d086219fd25dfa9,A vendre Duplex S+4 chotrana 1 la soukra Ariana,830000.0,Tunis,Appartement,226.0,1,1,vente,https://www.darcomtunisia.com/bien/details/124740-a-vendre-duplex-s4-a-chotrana-1-la-soukra
6995ca8d8d086219fd25dfaa,A Vendre S+1 Neuf de 61m Chotrana I Ariana,255000.0,Tunis,Appartement,61.0,1,1,vente,https://www.darcomtunisia.com/bien/details/91901-a-vendre-s1-neuf-de-61m-a-chotrana-i
6995ca8f8d086219fd25dfab,s+3 Ain Zaghouan Tunis,370000.0,Tunis,Appartement,119.0,1,1,vente,https://www.darcomtunisia.com/bien/details/40903-s3-a-ain-zaghouan
6995ca928d086219fd25dfad,s+1 neuf aux Jardins de Carthage Tunis,1700.0,Tunis,Appartement,72.0,1,1,vente,https://www.darcomtunisia.com/bien/details/129219-s1-neuf-aux-jardins-de-carthage
6995ca948d086219fd25dfae,fonds caf (avec matriel) 100 m boulevard principal J.de Carthage Tunis,390000.0,Tunis,Appartement,100.0,1,1,vente,https://www.darcomtunisia.com/bien/details/116885-fonds-cafe-avec-materiel-100-m-boulevard-principal-jde-carthage
6995caca8d086219fd25dfaf,les plus rcentes.,2500.0,Tunis,Appartement,1000.0,3,1,vente,https://www.dahmenimmobilier.tn/biens/detail/8003
6995cad28d086219fd25dfb0,les plus rcentes.,900.0,Tunis,Appartement,1000.0,2,1,vente,https://www.dahmenimmobilier.tn/biens/detail/8005
6995cbe78d086219fd25dfbf,A vendre une villa duplex avec jardin La Marsa,890000.0,Tunis,Appartement,37.0,1,1,vente,https://www.expatries-tunisie.com/bien/details/6538-a-vendre-une-villa-duplex-avec-jardin-a-la-marsa
6995cbec8d086219fd25dfc1,"A louer un S+3 meubl la marsa La Marsa, Tunis",4200.0,Tunis,Appartement,160.0,1,1,vente,https://www.immobilier.com.tn/annonce/23449/a-louer-un-s3-meuble-a-la-marsa
